gene_id	gene_name	gene_type	seqnames	start	end	gene_length	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
14479	ENSMUSG00000082109.1	Rpl19-ps12	processed_pseudogene	chrX	6071222	6071812	590	+	10	23	9	12
14480	ENSMUSG00000082110.1	Gm11196	processed_pseudogene	chr11	78585161	78585555	394	-	33	41	36	32
14481	ENSMUSG00000082111.1	Gm12479	processed_pseudogene	chr4	54853128	54854712	1584	+	8	12	5	4
14482	ENSMUSG00000082120.1	Gm15720	processed_pseudogene	chr6	146463326	146463607	281	-	115	76	69	84
14483	ENSMUSG00000082121.1	Gm8199	processed_pseudogene	chrX	144232759	144233581	822	-	3	3	3	3
14484	ENSMUSG00000082122.1	Gm11809	processed_pseudogene	chr4	8672633	8673582	949	-	2	1	8	5
14485	ENSMUSG00000082125.1	Gm14679	processed_pseudogene	chrX	62372093	62372814	721	+	4	9	6	7
14486	ENSMUSG00000082128.1	Gm11824	processed_pseudogene	chr4	14170066	14170911	845	+	9	3	3	6
14487	ENSMUSG00000082134.1	Gm15236	processed_pseudogene	chrX	165680204	165680582	378	+	12	13	10	7
14488	ENSMUSG00000082136.1	Gm15660	processed_pseudogene	chr8	83352556	83353033	477	+	8	2	4	3
14489	ENSMUSG00000082140.1	Gm13094	processed_pseudogene	chr4	150228035	150228443	408	+	10	14	6	4
14490	ENSMUSG00000082144.1	Gm12788	processed_pseudogene	chr4	98352427	98352734	307	+	3	3	4	11
14491	ENSMUSG00000082145.1	Gm12312	processed_pseudogene	chr11	70358138	70358781	643	+	67	76	60	58
14492	ENSMUSG00000082148.1	Gm12266	processed_pseudogene	chr11	60343245	60344206	961	+	9	6	8	6
14493	ENSMUSG00000082151.3	Gm11810	processed_pseudogene	chr4	8456166	8456498	332	-	5	3	3	4
14494	ENSMUSG00000082154.1	Gm16464	processed_pseudogene	chr7	104501055	104502149	1094	-	188	190	158	152
14495	ENSMUSG00000082157.1	Gm12038	processed_pseudogene	chr11	20847476	20847682	206	-	18	24	8	8
14496	ENSMUSG00000082163.2	Gm14276	processed_pseudogene	chr2	156994173	156994892	719	-	180	208	60	57
14497	ENSMUSG00000082164.1	Gm13360	processed_pseudogene	chr2	20037096	20037894	798	-	26	48	26	19
14498	ENSMUSG00000082165.1	Gm7091	processed_pseudogene	chrX	140821938	140822523	585	-	4	1	3	3
14499	ENSMUSG00000082178.1	Gm11307	processed_pseudogene	chr13	22675660	22676969	1309	+	6	4	6	5
14500	ENSMUSG00000082179.1	Gm11407	processed_pseudogene	chr4	80002331	80003388	1057	+	26	15	23	18
14501	ENSMUSG00000082180.1	Gm12230	processed_pseudogene	chr11	54947435	54947888	453	+	3	5	1	3
14502	ENSMUSG00000082185.1	Gm12428	processed_pseudogene	chr3	98821038	98821764	726	+	7	10	4	10
14503	ENSMUSG00000082186.2	Gm12403	processed_pseudogene	chr4	41168646	41169604	958	+	18	12	11	7
14504	ENSMUSG00000082189.1	Gm4784	processed_pseudogene	chrX	109388744	109392165	3421	-	276	233	268	252
14505	ENSMUSG00000082190.1	Gm13641	processed_pseudogene	chr2	71319783	71320255	472	+	5	8	10	15
14506	ENSMUSG00000082192.2	Gm14719	processed_pseudogene	chrX	49660960	49661299	339	+	256	305	199	181
14507	ENSMUSG00000082193.1	Rpl5-ps1	processed_pseudogene	chr1	14865072	14865965	893	+	4	10	4	12
14508	ENSMUSG00000082194.3	Gm12444	processed_pseudogene	chr4	46243014	46243890	876	-	76	114	71	87
14509	ENSMUSG00000082195.3	Gm13034	processed_pseudogene	chr4	146067752	146070928	3176	+	39	42	25	38
14510	ENSMUSG00000082196.3	Gm14231	processed_pseudogene	chr2	156789812	156790403	591	-	5	8	15	7
14511	ENSMUSG00000082197.1	Gm8577	processed_pseudogene	chrX	154774453	154775438	985	+	11	17	15	8
14512	ENSMUSG00000082204.2	Gm7722	unprocessed_pseudogene	chrX	46535855	46536625	770	-	11	4	15	17
14513	ENSMUSG00000082217.1	Gm1401	processed_pseudogene	chr6	33247328	33248099	771	-	3	2	3	7
14514	ENSMUSG00000082218.1	Gm13602	processed_pseudogene	chr2	66942558	66943050	492	+	27	34	33	23
14515	ENSMUSG00000082233.2	Gm6506	processed_pseudogene	chr15	77443289	77444420	1131	-	22	19	14	16
14516	ENSMUSG00000082246.1	Gm13047	processed_pseudogene	chr4	141084864	141085678	814	+	62	63	52	52
14517	ENSMUSG00000082250.1	Gm12181	processed_pseudogene	chr11	48595279	48595809	530	+	12	11	7	4
14518	ENSMUSG00000082252.1	Gm11204	processed_pseudogene	chr11	79905981	79906127	146	+	33	48	21	17
14519	ENSMUSG00000082253.3	Gm14639	processed_pseudogene	chrX	56155528	56156393	865	-	77	74	51	59
14520	ENSMUSG00000082260.3	Gm7429	processed_pseudogene	chrX	114980970	114981317	347	-	1	7	6	3
14521	ENSMUSG00000082264.1	Gm12799	processed_pseudogene	chr4	102046568	102049127	2559	-	133	197	112	112
14522	ENSMUSG00000082265.1	Gm15547	processed_pseudogene	chr5	121530563	121530895	332	-	1	15	2	1
14523	ENSMUSG00000082272.1	Gm11675	processed_pseudogene	chr11	111276100	111276931	831	+	90	119	65	72
14524	ENSMUSG00000082274.1	Gm14026	processed_pseudogene	chr2	129168700	129170488	1788	+	134	112	95	135
14525	ENSMUSG00000082279.1	Gm12870	processed_pseudogene	chr4	107327484	107328499	1015	-	77	122	16	17
14526	ENSMUSG00000082280.4	Gm5847	processed_pseudogene	chr3	65613589	65615183	1594	+	46	35	16	14
14527	ENSMUSG00000082283.1	Gm14472	processed_pseudogene	chr2	153413849	153414130	281	+	2	1	7	1
14528	ENSMUSG00000082284.1	H3f3a-ps1	processed_pseudogene	chrX	101824515	101824924	409	+	4	6	1	1
14529	ENSMUSG00000082286.10	Pisd-ps1	transcribed_unprocessed_pseudogene	chr11	3125904	3131004	5100	+	234	214	277	274
14530	ENSMUSG00000082289.1	Gm15596	processed_pseudogene	chr6	18156337	18157120	783	-	24	28	28	40
14531	ENSMUSG00000082292.3	Gm12250	processed_pseudogene	chr11	58187739	58189012	1273	+	6	25	25	16
14532	ENSMUSG00000082296.1	Gm11450	processed_pseudogene	chr2	162805590	162805922	332	+	5	3	2	2
14533	ENSMUSG00000082301.1	Gm14032	processed_pseudogene	chr2	55292065	55293090	1025	+	2	3	3	3
14534	ENSMUSG00000082304.1	Gm11198	processed_pseudogene	chr11	79371257	79372230	973	-	4	5	3	1
14535	ENSMUSG00000082305.4	Gm2420	transcribed_unprocessed_pseudogene	chr5	32720330	32736194	15864	+	31	16	23	6
14536	ENSMUSG00000082307.3	Gm13418	processed_pseudogene	chr2	24494068	24495011	943	+	10	32	40	25
14537	ENSMUSG00000082308.1	Gm15770	processed_pseudogene	chr5	142852616	142853199	583	-	108	117	59	68
14538	ENSMUSG00000082310.1	Gm12904	processed_pseudogene	chr4	123838104	123839502	1398	+	3	3	4	7
14539	ENSMUSG00000082312.1	Gm11996	processed_pseudogene	chr11	10239337	10240251	914	+	2	1	4	4
14540	ENSMUSG00000082315.2	Gm16523	transcribed_processed_pseudogene	chr2	39157486	39162235	4749	-	2	4	3	1
14541	ENSMUSG00000082317.2	Gm14933	processed_pseudogene	chrX	96358704	96359681	977	-	3	3	2	1
14542	ENSMUSG00000082319.3	Gm8822	processed_pseudogene	chrX	81820384	81822730	2346	-	2480	2326	2044	2150
14543	ENSMUSG00000082320.1	Gm11877	processed_pseudogene	chr4	19298333	19299184	851	+	6	3	1	4
14544	ENSMUSG00000082321.3	Gm14253	processed_pseudogene	chr2	156347202	156347840	638	-	962	861	882	819
14545	ENSMUSG00000082322.2	Gm9164	processed_pseudogene	chrX	103887599	103888612	1013	-	37	30	33	25
14546	ENSMUSG00000082324.1	Gm14615	processed_pseudogene	chrX	42128195	42130723	2528	-	5	8	3	7
14547	ENSMUSG00000082325.1	Gm12642	processed_pseudogene	chr4	93265413	93266288	875	-	44	84	36	36
14548	ENSMUSG00000082329.1	Gm14287	processed_pseudogene	chr2	157528869	157528985	116	-	145	175	141	104
14549	ENSMUSG00000082330.1	Ldha-ps	processed_pseudogene	chr2	60134055	60135049	994	+	2	9	11	6
14550	ENSMUSG00000082332.2	Gm13384	processed_pseudogene	chr2	6132208	6133956	1748	-	3	8	3	1
14551	ENSMUSG00000082345.1	Gm13622	processed_pseudogene	chr2	69737357	69737789	432	-	6	9	7	1
14552	ENSMUSG00000082348.1	Gm12807	processed_pseudogene	chr4	110512771	110513732	961	-	36	34	25	32
14553	ENSMUSG00000082360.1	Gm8814	processed_pseudogene	chrX	167028902	167029436	534	-	30	22	15	14
14554	ENSMUSG00000082361.6	Btc	protein_coding	chr5	91357261	91402994	45733	-	81	333	137	143
14555	ENSMUSG00000082362.1	Gm5187	processed_pseudogene	chr12	107205076	107206066	990	-	9	7	7	16
14556	ENSMUSG00000082368.1	Gm11225	processed_pseudogene	chr4	70047157	70048205	1048	+	6	4	18	8
14557	ENSMUSG00000082369.1	Gm14208	processed_pseudogene	chr2	119508552	119509229	677	-	7	13	11	10
14558	ENSMUSG00000082381.1	Gm12928	processed_pseudogene	chr4	126476727	126477299	572	-	60	43	40	42
14559	ENSMUSG00000082389.2	Mkrn1-ps1	processed_pseudogene	chr5	88838010	88839399	1389	-	11	4	8	14
14560	ENSMUSG00000082393.2	Gm15028	processed_pseudogene	chrX	20842105	20842474	369	-	2	1	1	3
14561	ENSMUSG00000082394.1	Gm4596	processed_pseudogene	chr3	116528137	116528578	441	-	67	66	68	66
14562	ENSMUSG00000082395.1	Gm15480	processed_pseudogene	chr1	179538417	179538935	518	+	1	5	1	3
14563	ENSMUSG00000082396.4	Zfp389	transcribed_processed_pseudogene	chr13	21504313	21506533	2220	-	3	14	4	9
14564	ENSMUSG00000082402.1	Gm15621	processed_pseudogene	chr5	124472427	124472790	363	+	3	7	1	10
14565	ENSMUSG00000082415.1	Gm12486	processed_pseudogene	chr3	101206859	101207399	540	-	15	14	5	10
14566	ENSMUSG00000082418.1	Gm13126	processed_pseudogene	chr4	144545506	144548568	3062	-	82	68	68	55
14567	ENSMUSG00000082420.2	Gm6517	processed_pseudogene	chr5	66890366	66890876	510	+	2839	2240	1887	2634
14568	ENSMUSG00000082423.1	Gm15148	processed_pseudogene	chrX	151493114	151493269	155	-	261	437	285	408
14569	ENSMUSG00000082424.4	Gm13292	processed_pseudogene	chr2	11409031	11410030	999	-	2	6	5	4
14570	ENSMUSG00000082431.3	Prdx2-ps1	processed_pseudogene	chr1	99790429	99791025	596	-	420	468	365	415
14571	ENSMUSG00000082432.1	Gm11231	processed_pseudogene	chr4	71678013	71679718	1705	+	12	9	14	10
14572	ENSMUSG00000082436.1	Gm11688	processed_pseudogene	chr2	144261234	144261541	307	-	13	36	23	24
14573	ENSMUSG00000082454.3	Gm12183	processed_pseudogene	chr11	48751867	48753714	1847	-	3453	4229	3277	3361
14574	ENSMUSG00000082456.1	Gm11598	processed_pseudogene	chr11	100243273	100243629	356	+	7	11	9	18
14575	ENSMUSG00000082458.1	Gm9430	processed_pseudogene	chrX	8662302	8663828	1526	-	19	46	13	7
14576	ENSMUSG00000082461.1	Gm8844	processed_pseudogene	chrX	86316083	86318696	2613	+	6	8	4	6
14577	ENSMUSG00000082465.1	Rps6-ps3	processed_pseudogene	chr9	53689534	53690283	749	-	7	30	12	15
14578	ENSMUSG00000082467.1	Gm6743	processed_pseudogene	chrX	61830510	61831575	1065	+	6	10	8	6
14579	ENSMUSG00000082474.3	Gm8213	processed_pseudogene	chr6	116195418	116195858	440	-	13	18	17	12
14580	ENSMUSG00000082475.2	Gm7206	processed_pseudogene	chr14	45704536	45713723	9187	+	8	6	7	13
14581	ENSMUSG00000082480.1	Gm11687	processed_pseudogene	chr2	144142488	144143373	885	-	3	8	5	13
14582	ENSMUSG00000082481.1	Rps12-ps19	processed_pseudogene	chr11	75070814	75071213	399	-	8	5	4	2
14583	ENSMUSG00000082483.1	Gm13486	processed_pseudogene	chr2	50409332	50409613	281	+	1	3	5	3
14584	ENSMUSG00000082484.1	Gm16177	processed_pseudogene	chr8	86659318	86660035	717	-	1	4	1	2
14585	ENSMUSG00000082491.1	Gm5909	processed_pseudogene	chr8	80110806	80112086	1280	-	461	511	346	409
14586	ENSMUSG00000082497.1	Gm40	unprocessed_pseudogene	chrX	38375287	38376974	1687	+	1	2	1	1
14587	ENSMUSG00000082503.1	Gm12229	processed_pseudogene	chr11	54746357	54746824	467	-	6	4	1	4
14588	ENSMUSG00000082507.1	Gm9378	processed_pseudogene	chr11	87078787	87079257	470	+	5	15	8	4
14589	ENSMUSG00000082510.1	Gm11793	processed_pseudogene	chr11	121106147	121107127	980	-	110	127	108	97
14590	ENSMUSG00000082512.1	Gm13937	processed_pseudogene	chr2	110209178	110210165	987	-	1	3	1	9
14591	ENSMUSG00000082514.1	Gm11452	processed_pseudogene	chr2	162907924	162908613	689	+	2	6	5	1
14592	ENSMUSG00000082515.1	Gm12902	processed_pseudogene	chr4	123926234	123926555	321	+	3	2	4	4
14593	ENSMUSG00000082516.1	Gm13342	processed_pseudogene	chr2	22410525	22410731	206	-	20	10	27	22
14594	ENSMUSG00000082519.1	Vamp7-ps	processed_pseudogene	chr2	174046619	174047273	654	-	16	11	13	14
14595	ENSMUSG00000082530.1	Gm12168	processed_pseudogene	chr11	46450980	46451347	367	-	59	74	62	64
14596	ENSMUSG00000082534.1	Gm13712	unprocessed_pseudogene	chr2	85156101	85158642	2541	-	55	52	59	50
14597	ENSMUSG00000082535.1	Gm7860	processed_pseudogene	chr16	91539182	91540060	878	-	30	45	27	26
14598	ENSMUSG00000082536.1	Gm13456	processed_pseudogene	chr2	40555752	40557116	1364	+	9495	10473	9339	10108
14599	ENSMUSG00000082539.1	Gm15207	processed_pseudogene	chrX	162845825	162846266	441	-	17	17	10	11
14600	ENSMUSG00000082542.2	Gm13311	processed_pseudogene	chr2	14692871	14693249	378	-	2	6	1	1
14601	ENSMUSG00000082543.1	Gm14336	processed_pseudogene	chr2	173920352	173920826	474	-	16	24	8	11
14602	ENSMUSG00000082549.1	Gm14813	processed_pseudogene	chrX	98962084	98962478	394	-	1	2	3	3
14603	ENSMUSG00000082554.1	Gm15806	processed_pseudogene	chr16	14010762	14011716	954	-	5	7	4	2
14604	ENSMUSG00000082567.1	Gm14896	processed_pseudogene	chrX	114036527	114037877	1350	+	2	7	1	2
14605	ENSMUSG00000082569.1	Gm12634	processed_pseudogene	chr4	90368731	90369722	991	+	2	1	3	3
14606	ENSMUSG00000082571.1	Gm8737	processed_pseudogene	chrX	162697612	162698253	641	+	9	9	11	11
14607	ENSMUSG00000082575.1	Gm13050	processed_pseudogene	chr4	143242024	143243368	1344	-	2069	1852	1901	1918
14608	ENSMUSG00000082576.1	Gm12058	processed_pseudogene	chr11	22786811	22787247	436	-	4	3	5	5
14609	ENSMUSG00000082578.1	Gm13527	processed_pseudogene	chr2	57079748	57080438	690	+	27	25	23	20
14610	ENSMUSG00000082579.1	Gm11979	processed_pseudogene	chr11	6785838	6786580	742	-	4	7	3	3
14611	ENSMUSG00000082587.1	Gm12129	processed_pseudogene	chr11	38219069	38220215	1146	+	13	22	17	9
14612	ENSMUSG00000082588.1	Gm15443	processed_pseudogene	chr1	149025228	149026047	819	-	69	61	48	38
14613	ENSMUSG00000082596.1	Gm14227	processed_pseudogene	chr2	155198632	155199260	628	-	18	20	13	23
14614	ENSMUSG00000082600.1	Gm9673	processed_pseudogene	chrX	105032586	105033366	780	+	5	8	5	3
14615	ENSMUSG00000082601.1	Gm12700	processed_pseudogene	chr4	100581278	100581734	456	+	27	31	14	23
14616	ENSMUSG00000082605.1	Gm16148	processed_pseudogene	chr10	3946199	3947091	892	-	11	13	14	6
14617	ENSMUSG00000082607.1	Gm12045	processed_pseudogene	chr11	21491314	21491886	572	+	51	42	70	71
14618	ENSMUSG00000082609.1	Gm15464	processed_pseudogene	chr1	60117255	60117685	430	+	1	4	2	2
14619	ENSMUSG00000082622.1	Gm12632	processed_pseudogene	chr4	90856883	90857377	494	+	10	8	8	5
14620	ENSMUSG00000082625.1	Gm15204	processed_pseudogene	chrX	162351596	162353876	2280	+	5	11	9	6
14621	ENSMUSG00000082626.1	Rps13-ps5	processed_pseudogene	chr11	61205720	61206175	455	-	2	4	3	2
14622	ENSMUSG00000082634.1	Gm12900	processed_pseudogene	chr4	123274900	123275472	572	-	2	2	2	4
14623	ENSMUSG00000082641.1	Rpl30-ps5	processed_pseudogene	chr2	174440929	174441289	360	-	25	22	9	20
14624	ENSMUSG00000082646.1	Gm12732	processed_pseudogene	chr11	77639854	77640033	179	+	12	16	16	11
14625	ENSMUSG00000082657.1	Gm14736	processed_pseudogene	chrX	72692510	72692845	335	-	2	5	5	5
14626	ENSMUSG00000082660.1	Gm14612	processed_pseudogene	chrX	50373144	50374024	880	+	5	6	11	14
14627	ENSMUSG00000082665.1	Gm11470	processed_pseudogene	chr2	167007131	167009039	1908	-	41	84	47	69
14628	ENSMUSG00000082669.1	Gm5393	processed_pseudogene	chrX	112302196	112302467	271	+	2	13	9	8
14629	ENSMUSG00000082674.1	Gm11914	processed_pseudogene	chr4	27867149	27867655	506	-	11	18	14	13
14630	ENSMUSG00000082675.1	Gm6382	processed_pseudogene	chrX	142210884	142211825	941	+	1265	1186	868	860
14631	ENSMUSG00000082676.1	Gm11843	processed_pseudogene	chr4	12131551	12131975	424	-	1	1	9	5
14632	ENSMUSG00000082678.1	Gm12818	processed_pseudogene	chr4	112978465	112979813	1348	-	92	149	80	83
14633	ENSMUSG00000082683.1	Gm12697	processed_pseudogene	chr4	97556404	97557070	666	-	30	28	19	12
14634	ENSMUSG00000082686.1	Gm12961	processed_pseudogene	chr4	111790621	111791670	1049	-	3	1	1	4
14635	ENSMUSG00000082688.1	Gm12124	processed_pseudogene	chr11	35792781	35793459	678	+	2	5	1	2
14636	ENSMUSG00000082689.1	Gm14156	processed_pseudogene	chr2	152467394	152467876	482	+	2	2	3	1
14637	ENSMUSG00000082691.6	Dynlt1-ps1	processed_pseudogene	chr6	135349408	135349749	341	-	199	270	179	208
14638	ENSMUSG00000082693.3	Gm15190	processed_pseudogene	chrX	159584783	159585058	275	-	105	147	87	120
14639	ENSMUSG00000082703.1	Gm11907	processed_pseudogene	chr4	28353783	28354789	1006	+	1	1	4	2
14640	ENSMUSG00000082706.1	Gm11663	processed_pseudogene	chr11	104571268	104571557	289	-	50	60	34	49
14641	ENSMUSG00000082707.1	Gm6881	processed_pseudogene	chrX	74486589	74487421	832	+	5	11	5	7
14642	ENSMUSG00000082709.1	Gm12362	processed_pseudogene	chr4	34941008	34941349	341	-	11	20	9	3
14643	ENSMUSG00000082715.1	Gm11633	processed_pseudogene	chr11	97968792	97969235	443	+	529	548	512	503
14644	ENSMUSG00000082718.1	Gm14928	processed_pseudogene	chrX	120178939	120179415	476	+	13	24	11	17
14645	ENSMUSG00000082729.3	Gm14845	processed_pseudogene	chrX	101691545	101691850	305	-	15	18	7	8
14646	ENSMUSG00000082730.2	Gm11363	processed_pseudogene	chr13	29130211	29130758	547	-	1	1	2	1
14647	ENSMUSG00000082738.1	Gm15422	processed_pseudogene	chr14	123985276	123985816	540	-	8	10	13	11
14648	ENSMUSG00000082740.1	Gm14127	processed_pseudogene	chr2	150469411	150470165	754	-	27	31	19	28
14649	ENSMUSG00000082741.2	Gm9703	processed_pseudogene	chr17	27530067	27530412	345	+	2	2	1	2
14650	ENSMUSG00000082743.1	Gm12988	processed_pseudogene	chr4	135756218	135756695	477	-	92	111	74	84
14651	ENSMUSG00000082746.1	Rps12-ps1	processed_pseudogene	chrX	103489517	103489917	400	+	2	5	1	1
14652	ENSMUSG00000082755.1	Gm8692	processed_pseudogene	chrX	75987178	75987615	437	-	247	333	233	232
14653	ENSMUSG00000082762.1	Gm12366	processed_pseudogene	chr4	35202103	35202975	872	-	13	18	8	7
14654	ENSMUSG00000082768.1	Gm12727	processed_pseudogene	chr4	106098924	106099282	358	+	2	5	3	2
14655	ENSMUSG00000082769.3	Gm15793	processed_pseudogene	chr1	66849108	66849602	494	-	2	9	6	5
14656	ENSMUSG00000082774.1	Gm8805	processed_pseudogene	chr1	65552682	65552994	312	+	17	20	9	13
14657	ENSMUSG00000082776.3	Gm7061	processed_pseudogene	chrX	94772619	94774034	1415	-	52	53	39	32
14658	ENSMUSG00000082778.1	Gm15191	processed_pseudogene	chrX	151945368	151946367	999	+	23	14	20	13
14659	ENSMUSG00000082779.1	Gm13162	processed_pseudogene	chr4	147125256	147125816	560	+	7	11	7	8
14660	ENSMUSG00000082780.2	Rps11-ps5	processed_pseudogene	chr7	96435546	96436017	471	-	6	5	6	1
14661	ENSMUSG00000082782.1	Gm5319	processed_pseudogene	chr7	4176363	4177235	872	-	10	19	23	25
14662	ENSMUSG00000082790.1	Gm12155	processed_pseudogene	chr11	44387115	44387274	159	-	6	1	1	4
14663	ENSMUSG00000082791.3	Gm4875	processed_pseudogene	chr6	117997207	117997992	785	+	1039	1110	1034	1016
14664	ENSMUSG00000082792.1	Gm12176	processed_pseudogene	chr11	47541432	47542306	874	+	138	184	144	120
14665	ENSMUSG00000082793.2	Gm9308	processed_pseudogene	chr14	123698141	123698588	447	-	37	41	39	22
14666	ENSMUSG00000082804.3	Rpl17-ps1	processed_pseudogene	chr1	61075674	61076225	551	+	1	1	1	2
14667	ENSMUSG00000082806.1	Rpl13-ps1	processed_pseudogene	chr11	85111126	85111793	667	-	7	6	7	1
14668	ENSMUSG00000082809.3	Gm14150	processed_pseudogene	chr2	151458956	151460309	1353	+	52	51	32	53
14669	ENSMUSG00000082810.1	Gm8682	processed_pseudogene	chrX	160036321	160036818	497	+	3	8	8	12
14670	ENSMUSG00000082815.2	Gm5678	protein_coding	chr16	93628097	93630451	2354	+	20	23	22	22
14671	ENSMUSG00000082816.1	Gm11953	processed_pseudogene	chr11	3951714	3952716	1002	+	25	36	22	37
14672	ENSMUSG00000082820.3	Gm13803	processed_pseudogene	chr2	97949191	97949679	488	-	58	57	37	51
14673	ENSMUSG00000082836.1	Gm13612	processed_pseudogene	chr2	68831017	68831406	389	+	15	22	11	6
14674	ENSMUSG00000082840.1	Gm16421	processed_pseudogene	chrX	122100927	122102483	1556	+	22	53	24	14
14675	ENSMUSG00000082849.1	Gm14053	processed_pseudogene	chr2	136744146	136744615	469	-	1	4	2	1
14676	ENSMUSG00000082852.2	Gm12021	processed_pseudogene	chr11	18508037	18509940	1903	-	8	4	7	4
14677	ENSMUSG00000082855.1	Gm14537	processed_pseudogene	chrX	20391709	20392501	792	+	1	5	1	1
14678	ENSMUSG00000082860.1	Gm13204	processed_pseudogene	chr4	148569056	148569876	820	-	13	40	9	8
14679	ENSMUSG00000082867.1	Gm15730	processed_pseudogene	chr5	8055139	8055553	414	+	4	15	3	7
14680	ENSMUSG00000082870.1	Gm12165	processed_pseudogene	chr11	46036440	46036781	341	+	6	18	9	9
14681	ENSMUSG00000082872.1	Gm15773	processed_pseudogene	chr7	12603196	12604643	1447	+	30	43	12	28
14682	ENSMUSG00000082874.4	Rpl15-ps1	processed_pseudogene	chr11	21953140	21953703	563	+	2	6	3	8
14683	ENSMUSG00000082875.1	Gm12598	processed_pseudogene	chr11	11312433	11313262	829	+	1	4	2	3
14684	ENSMUSG00000082876.1	Gm11889	processed_pseudogene	chr4	23517362	23518440	1078	-	247	358	222	185
14685	ENSMUSG00000082878.1	Gm12583	processed_pseudogene	chr3	37108174	37109026	852	+	238	335	186	174
14686	ENSMUSG00000082879.1	Gm13525	processed_pseudogene	chr2	49680499	49680976	477	+	49	49	45	32
14687	ENSMUSG00000082884.1	Gm13339	unprocessed_pseudogene	chr2	22590024	22590533	509	-	868	731	866	916
14688	ENSMUSG00000082893.1	Gm11383	processed_pseudogene	chr13	33120516	33121322	806	-	14	27	20	16
14689	ENSMUSG00000082895.1	Rpsa-ps9	processed_pseudogene	chr2	28477166	28478050	884	+	58	52	53	36
14690	ENSMUSG00000082896.1	Gm5844	processed_pseudogene	chr3	18008806	18010996	2190	+	49	117	29	25
14691	ENSMUSG00000082900.1	Gm11557	processed_pseudogene	chr11	99678126	99679133	1007	+	51	43	31	33
14692	ENSMUSG00000082901.1	Gm14323	processed_pseudogene	chr2	177892638	177893264	626	+	2	3	3	1
14693	ENSMUSG00000082905.1	Gm7823	processed_pseudogene	chrX	133093940	133095562	1622	-	15	5	18	27
14694	ENSMUSG00000082906.1	Smt3h1-ps	processed_pseudogene	chrX	153783340	153783619	279	+	1	2	2	3
14695	ENSMUSG00000082908.4	Gm13736	processed_pseudogene	chr2	87526145	87526397	252	+	56	129	64	83
14696	ENSMUSG00000082912.1	Gm8770	processed_pseudogene	chrX	78785747	78786855	1108	+	37	30	25	33
14697	ENSMUSG00000082920.1	Gm13864	processed_pseudogene	chr6	34786679	34787463	784	+	15	22	23	26
